EffectType,Name,Description,ArgumentType,DefaultValue,Required,DatabaseKind
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,CantBuildDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,CorpsPrereqCivic,,,,,
EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,PromotionClass1,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,PromotionClass2,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_KUBLAI_PAX,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_LAST_VIKING_KING,BetterMilitaryBonus,,,,,
EFFECT_DIPLOMACY_AGENDA_LAST_VIKING_KING,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_LAST_VIKING_KING,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_LAST_VIKING_KING,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_LAST_VIKING_KING,TopMilitaryBonus,,,,,
EFFECT_DIPLOMACY_AGENDA_LAWGIVER,BonusIfNotOriginalOwner,,,,,
EFFECT_DIPLOMACY_AGENDA_LAWGIVER,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_LAWGIVER,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_LAWGIVER,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_LAWGIVER,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_LAWGIVER,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_LORD_OF_MINES,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_LORD_OF_MINES,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_LORD_OF_MINES,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_LORD_OF_MINES,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_LORD_OF_MINES,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_LORD_OF_MINES,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_MAGNIFICENCES,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_OPPORTUNIST,EachSurpriseWarBonus,,int,1,0,
EFFECT_DIPLOMACY_AGENDA_OPPORTUNIST,NeverSurpriseWarPenalty,,int,-6,0,
EFFECT_DIPLOMACY_AGENDA_OPPORTUNIST,RecentSurpriseWarBonus,,int,15,0,
EFFECT_DIPLOMACY_AGENDA_OPPORTUNIST,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_OPPORTUNIST,SurpriseWarDegradeTurns,,int,3,0,
EFFECT_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,BetterTerritoryBonus,,,,,
EFFECT_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,TopTerritoryBonus,,,,,
EFFECT_DIPLOMACY_AGENDA_PARANOID,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_PARANOID,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_PATRON_OF_ARTS,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_PATRON_OF_ARTS,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_PATRON_OF_ARTS,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_PATRON_OF_ARTS,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_PATRON_OF_ARTS,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_PERPETUALLY_ON_GUARD,PenaltyPerOccupiedCity,,,,,
EFFECT_DIPLOMACY_AGENDA_PERPETUALLY_ON_GUARD,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_PERPETUALLY_ON_GUARD,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_QUEEN_OF_NILE,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_RAVEN_BANNER,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_RAVEN_BANNER,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_RAVEN_BANNER,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_RAVEN_BANNER,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_RAVEN_BANNER,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,EachWarDeclaredBonus,,,,,
EFFECT_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,MajorWarBonus,,,,,
EFFECT_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,MaxWarDeclaredBonus,,,,,
EFFECT_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,NotAtWarPenalty,,,,,
EFFECT_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,SinceWarPenaltyTurns,,,,,
EFFECT_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_SIMON_BOLIVAR,MinPromotedUnits,,,,,
EFFECT_DIPLOMACY_AGENDA_SIMON_BOLIVAR,NumSteps,,,,,
EFFECT_DIPLOMACY_AGENDA_SIMON_BOLIVAR,PercentageDifferencePerStep,,,,,
EFFECT_DIPLOMACY_AGENDA_SIMON_BOLIVAR,ScorePerStep,,,,,
EFFECT_DIPLOMACY_AGENDA_SIMON_BOLIVAR,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_SIMON_BOLIVAR,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_TRIEU_DEFENDER,,,,,,
EFFECT_DIPLOMACY_AGENDA_TURTLER,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_TURTLER,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_TURTLER,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_TURTLER,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_TURTLER,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,AvoidedWarPenalty,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,AvoidedWarPenaltyTurnsToRampUp,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,HighThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,IncrementValue,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,InitialValue,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,LowThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,MaxDiploModifierMagnitude,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,PaidForPeacePenalty,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,PaidForPeacePenaltyTurnsToFadeOut,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,ReductionTurns,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,ReductionValue,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_ZEALOT,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_ZEALOT,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_ZEALOT,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_ZEALOT,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_ARCHAEOLOGY,DiplomacyKey,,,,,
EFFECT_DIPLOMACY_ARCHAEOLOGY,IncrementValue,,,,,
EFFECT_DIPLOMACY_ARCHAEOLOGY,InitialValue,,,,,
EFFECT_DIPLOMACY_ARCHAEOLOGY,MessageThrottle,,,,,
EFFECT_DIPLOMACY_ARCHAEOLOGY,ModifierPerTransgression,,,,,
EFFECT_DIPLOMACY_ARCHAEOLOGY,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_BROKEN_PLEDGE,IncrementValue,,,,,
EFFECT_DIPLOMACY_BROKEN_PLEDGE,ModifierPerTransgression,,,,,
EFFECT_DIPLOMACY_BROKEN_PLEDGE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_BROKEN_PLEDGE,ReductionValue,,,,,
EFFECT_DIPLOMACY_BROKEN_PLEDGE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_BROKEN_PROMISE,IncrementValue,,,,,
EFFECT_DIPLOMACY_BROKEN_PROMISE,ModifierPerTransgression,,,,,
EFFECT_DIPLOMACY_BROKEN_PROMISE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_BROKEN_PROMISE,ReductionValue,,,,,
EFFECT_DIPLOMACY_BROKEN_PROMISE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_CULTURAL_ID,CityGainLowerBound,,,,,
EFFECT_DIPLOMACY_CULTURAL_ID,CityGainUpperBound,,,,,
EFFECT_DIPLOMACY_CULTURAL_ID,ScorePerCity,,,,,
EFFECT_DIPLOMACY_CULTURAL_ID,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_CULTURAL_ID,StatementKey,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,DiplomacyKey,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,IncrementValue,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,InitialValue,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,MessageThrottle,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,ModifierPerTransgression,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,ReductionValue,,,,,
EFFECT_DIPLOMACY_ESPIONAGE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_FORCE_INCURSION,IncrementValue,,,,,
EFFECT_DIPLOMACY_FORCE_INCURSION,InitialValue,,,,,
EFFECT_DIPLOMACY_FORCE_INCURSION,ReductionValue,,,,,
EFFECT_DIPLOMACY_GOVERNMENTS,IncrementTurns,,,,,
EFFECT_DIPLOMACY_GOVERNMENTS,IncrementValue,,,,,
EFFECT_DIPLOMACY_GOVERNMENTS,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_KEPT_PLEDGE,IncrementValue,,,,,
EFFECT_DIPLOMACY_KEPT_PLEDGE,InitialValue,,,,,
EFFECT_DIPLOMACY_KEPT_PLEDGE,ModifierPerKeptPledge,,,,,
EFFECT_DIPLOMACY_KEPT_PLEDGE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_KEPT_PLEDGE,ReductionValue,,,,,
EFFECT_DIPLOMACY_KEPT_PLEDGE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_KEPT_PROMISE,IncrementValue,,,,,
EFFECT_DIPLOMACY_KEPT_PROMISE,InitialValue,,,,,
EFFECT_DIPLOMACY_KEPT_PROMISE,ModifierPerKeptPromise,,,,,
EFFECT_DIPLOMACY_KEPT_PROMISE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_KEPT_PROMISE,ReductionValue,,,,,
EFFECT_DIPLOMACY_KEPT_PROMISE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_NEW_WARMONGER,LowerLimit,,,,,
EFFECT_DIPLOMACY_NEW_WARMONGER,PercentOfGrievances,,,,,
EFFECT_DIPLOMACY_NEW_WARMONGER,ReductionTurns,,,,,
EFFECT_DIPLOMACY_NEW_WARMONGER,ReductionValue,,,,,
EFFECT_DIPLOMACY_NO_PLEDGE,IncrementValue,,,,,
EFFECT_DIPLOMACY_NO_PLEDGE,ModifierPerTransgression,,,,,
EFFECT_DIPLOMACY_NO_PLEDGE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_NO_PLEDGE,ReductionValue,,,,,
EFFECT_DIPLOMACY_NO_PLEDGE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_NO_PROMISE,IncrementValue,,,,,
EFFECT_DIPLOMACY_NO_PROMISE,ModifierPerTransgression,,,,,
EFFECT_DIPLOMACY_NO_PROMISE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_NO_PROMISE,ReductionValue,,,,,
EFFECT_DIPLOMACY_NO_PROMISE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_ONE_SIDED_TRADES,IncrementValue,,,,,
EFFECT_DIPLOMACY_ONE_SIDED_TRADES,MaxValue,,,,,
EFFECT_DIPLOMACY_ONE_SIDED_TRADES,ReductionTurns,,,,,
EFFECT_DIPLOMACY_ONE_SIDED_TRADES,ReductionValue,,,,,
EFFECT_DIPLOMACY_ONE_SIDED_TRADES,TradeValuePerModifierPoint,,,,,
EFFECT_DIPLOMACY_RANDOM,DifficultyOffset,,,,,
EFFECT_DIPLOMACY_RANDOM,ReductionTurns,,,,,
EFFECT_DIPLOMACY_RANDOM,ReductionValue,,,,,
EFFECT_DIPLOMACY_SETTLED_CITIES,DiplomacyKey,,,,,
EFFECT_DIPLOMACY_SETTLED_CITIES,IncrementValue,,,,,
EFFECT_DIPLOMACY_SETTLED_CITIES,InitialValue,,,,,
EFFECT_DIPLOMACY_SETTLED_CITIES,MessageThrottle,,,,,
EFFECT_DIPLOMACY_SETTLED_CITIES,ReductionTurns,,,,,
EFFECT_DIPLOMACY_SETTLED_CITIES,ReductionValue,,,,,
EFFECT_DIPLOMACY_SETTLED_CITIES,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,Accumulates,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,DiplomacyKey,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,IncrementTurns,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,IncrementValue,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,InitialValue,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,MaxValue,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,MessageThrottle,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,OnlyOwnersCity,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,ReductionTurns,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,ReductionValue,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_SIMPLE_EFFECT,StatementKey,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_EFFECTS,AmountPerIncident,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_EFFECTS,EffectType,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_EFFECTS,IncrementValue,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_EFFECTS,InitialValue,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_EFFECTS,MaxEffectMagnitude,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_EFFECTS,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_WARMONGER,LowerLimit,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_WARMONGER,PercentOfGrievancesDelta,,,,,
EFFECT_DIPLOMACY_TRADE_RELATIONS,,,,,,
EFFECT_DIPLOMACY_TRADE_RELATIONS,BonusPerRoute,,,,,
EFFECT_DIPLOMACY_TRADE_RELATIONS,NoTradePenalty,,,,,
EFFECT_DIPLOMACY_TRADE_RELATIONS,OnlyInboundTrade,,,,,
EFFECT_DIPLOMACY_TRADE_RELATIONS,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_TRADE_RELATIONS,StatementKey,,,,,
EFFECT_DIPLOMACY_TRADE_RELATIONS,TradeBonus,,,,,
EFFECT_DISABLE_PLAYER_GRIEVANCE_DECAY,Disable,,bool,,1,
EFFECT_DISTRICT_ADD_NAVAL_UNIT,DistrictType,,,,,
EFFECT_DISTRICT_ADJACENCY,Amount,,int,,1,
EFFECT_DISTRICT_ADJACENCY,Description,,text,,1,
EFFECT_DISTRICT_ADJACENCY,DistrictType,,database,,1,KIND_DISTRICT
EFFECT_DISTRICT_ADJACENCY,YieldType,,database,,1,KIND_YIELD
EFFECT_DO_NOTHING,,,,,,
EFFECT_ENABLE_BUILDING_FAITH_PURCHASE,DistrictType,,,,,
EFFECT_ENABLE_RELIGION_AUTO_SPREAD,Enable,,,,,
EFFECT_ENABLE_RELIGION_AWARDS_ENVOY,Enable,,,,,
EFFECT_ENABLE_RELIGION_AWARDS_ENVOY_RELIGIOUS_PRESSURE,Amount,,,,,
EFFECT_ENABLE_SPECIFIC_BUILDING_FAITH_PURCHASE,BuildingType,,,,,
EFFECT_ENABLE_UNIT_FAITH_PURCHASE,Tag,,,,,
EFFECT_EXPLORE_ENTIRE_MAP,,,,,,
EFFECT_FEATURE_ADJACENCY,Amount,,,,,
EFFECT_FEATURE_ADJACENCY,Description,,,,,
EFFECT_FEATURE_ADJACENCY,DistrictType,,,,,
EFFECT_FEATURE_ADJACENCY,FeatureType,,,,,
EFFECT_FEATURE_ADJACENCY,YieldType,,,,,
EFFECT_GOVERNOR_ADJUST_CITY_COPY_LUXURIES_FOR_IMPORT,,,,,,
EFFECT_GOVERNOR_ADJUST_CITY_COPY_STRATEGICS_FOR_IMPORT,,,,,,
EFFECT_GOVERNOR_ADJUST_CITY_TOKENS_GRANTED,Amount,,,,,
EFFECT_GOVERNOR_ADJUST_CITY_TOKENS_GRANTED_MODIFIER,Percent,,,,,
EFFECT_GOVERNOR_ADJUST_IDENITITY_PER_TITLE,Amount,,,,,
EFFECT_GRANT_ABILITY,,,,,,
EFFECT_GRANT_ABILITY,AbilityType,,,,,
EFFECT_GRANT_ABILITY,ModifierId,,,,,
EFFECT_GRANT_AIR_SLOTS,Amount,,,,,
EFFECT_GRANT_ALL_TECHNOLOGY_BOOST_BY_ERA,EndEraType,,,,,
EFFECT_GRANT_ALL_TECHNOLOGY_BOOST_BY_ERA,StartEraType,,,,,
EFFECT_GRANT_BOOST_WITH_GREAT_PERSON,GreatPersonClass,,,,,
EFFECT_GRANT_BOOST_WITH_GREAT_PERSON,OtherPlayers,,,,,
EFFECT_GRANT_BOOST_WITH_GREAT_PERSON,TechBoost,,,,,
EFFECT_GRANT_BUILDING_IN_CITY_IGNORE,BuildingType,,,,,
EFFECT_GRANT_CHEAPEST_BUILDING_IN_CITY,Amount,,,,,
EFFECT_GRANT_CITY_LOYALTY,Amount,,,,,
EFFECT_GRANT_CITY_OWNER_INFLUENCE_TOKEN_WONDER,Amount,,,,,
EFFECT_GRANT_CITY_ROAD_TO_CAPITAL,,,,,,
EFFECT_GRANT_CITY_TRADING_POST,,,,,,
EFFECT_GRANT_CITY_YIELD_PERCENT_BUILDING_CREATED_COST,BuildingProductionPercent,,,,,
EFFECT_GRANT_CITY_YIELD_PERCENT_BUILDING_CREATED_COST,IncludeWonder,,,,,
EFFECT_GRANT_CITY_YIELD_PERCENT_BUILDING_CREATED_COST,YieldType,,,,,
EFFECT_GRANT_CITY_YIELD_PERCENT_UNIT_CREATED_COST,UnitProductionPercent,,,,,
EFFECT_GRANT_CITY_YIELD_PERCENT_UNIT_CREATED_COST,YieldType,,,,,
EFFECT_GRANT_COMBAT_ADJACENCY,Enable,,,,,
EFFECT_GRANT_FOUND_FOREIGN_CITY_TRADE_ROUTE_CAPACITY,Amount,,int,,1,
EFFECT_GRANT_FREE_ENVOYS_HERE,Amount,,,,,
EFFECT_GRANT_FREE_RESOURCE_EXTRACTED,Amount,,,,,
EFFECT_GRANT_FREE_RESOURCE_EXTRACTED,ResourceType,,,,,
EFFECT_GRANT_FREE_RESOURCE_FROM_UNIT_PLOT,Amount,,,,,
EFFECT_GRANT_FREE_RESOURCE_IN_CITY,Amount,,,,,
EFFECT_GRANT_FREE_RESOURCE_IN_CITY,ResourceType,,,,,
EFFECT_GRANT_FREE_RESOURCE_VISIBILITY,ResourceType,,,,,
EFFECT_GRANT_GOLDEN_AGE_TRADE_ROUTE_CAPACITY,Amount,,int,,1,
EFFECT_GRANT_GREAT_PERSON_CLASS_IN_CITY,Amount,,,,,
EFFECT_GRANT_GREAT_PERSON_CLASS_IN_CITY,GreatPersonClassType,,,,,
EFFECT_GRANT_HEAL_AFTER_ACTION,,,,,,
EFFECT_GRANT_INFLUENCE_TOKEN,Amount,,int,,1,
EFFECT_GRANT_INFLUENCE_TOKEN_LEVY_MILITARY,Amount,,int,,1,
EFFECT_GRANT_PLAYER_FAITH_FROM_HARVEST,Amount,,,,,
EFFECT_GRANT_PLAYER_FAITH_FROM_REMOVE_FEATURE,Amount,,,,,
EFFECT_GRANT_PLAYER_FREE_RESOURCE_EXTRACTED,Amount,,,,,
EFFECT_GRANT_PLAYER_FREE_RESOURCE_EXTRACTED,ResourceType,,,,,
EFFECT_GRANT_PLAYER_RANDOM_CIVIC,Amount,,,,,
EFFECT_GRANT_PLAYER_RANDOM_TECHNOLOGY,Amount,,,,,
EFFECT_GRANT_PLAYER_RELIGIOUS_PRESSURE_GREAT_PERSON_ACTIVATED,Amount,,,,,
EFFECT_GRANT_PLAYER_SPECIFIC_TECHNOLOGY,TechType,,,,,
EFFECT_GRANT_PLAYER_SPECIFIC_TECH_BOOST_GREAT_PERSON,GrantTechIfBoosted,,,,,
EFFECT_GRANT_PLAYER_SPECIFIC_TECH_BOOST_GREAT_PERSON,TechType,,,,,
EFFECT_GRANT_PLAYER_YIELD_PERCENT_UNIT_COST,UnitCostPercent,,,,,
EFFECT_GRANT_PLAYER_YIELD_PERCENT_UNIT_COST,YieldType,,,,,
EFFECT_GRANT_PLOT,,,,,,
EFFECT_GRANT_PRODUCTION_IN_CITY,Amount,,,,,
EFFECT_GRANT_PRODUCTION_IN_CITY,KeepOverflow,,,,,
EFFECT_GRANT_PROMOTION,PromotionType,,database,,1,KIND_UNITPROMOTION
EFFECT_GRANT_RANDOM_CIVIC_BOOST_BY_ERA,Amount,,int,,1,
EFFECT_GRANT_RANDOM_CIVIC_BOOST_BY_ERA,EndEraType,,database,,1,KIND_ERA
EFFECT_GRANT_RANDOM_CIVIC_BOOST_BY_ERA,StartEraType,,database,,1,KIND_ERA
EFFECT_GRANT_RANDOM_CIVIC_BOOST_ON_NEW_ERA,Amount,,,,,
EFFECT_GRANT_RANDOM_CIVIC_BOOST_ON_NEW_ERA,ApplyImmediately,,,,,
EFFECT_GRANT_RANDOM_TECHNOLOGY_BOOST_BY_ERA,Amount,,int,,1,
EFFECT_GRANT_RANDOM_TECHNOLOGY_BOOST_BY_ERA,EndEraType,,database,,1,KIND_ERA
EFFECT_GRANT_RANDOM_TECHNOLOGY_BOOST_BY_ERA,StartEraType,,database,,1,KIND_ERA
EFFECT_GRANT_RANDOM_TECHNOLOGY_BOOST_ON_NEW_ERA,Amount,,,,,
EFFECT_GRANT_RANDOM_TECHNOLOGY_BOOST_ON_NEW_ERA,ApplyImmediately,,,,,
EFFECT_GRANT_RELIC,Amount,,int,,1,
EFFECT_GRANT_RELIC,RelicSource,,,,,
EFFECT_GRANT_RELIGIOUS_PRESSURE_BURST,Amount,,,,,
EFFECT_GRANT_RELIGIOUS_PRESSURE_BURST,Range,,,,,
EFFECT_GRANT_ROUTE_IN_RADIUS,Radius,,,,,
EFFECT_GRANT_ROUTE_IN_RADIUS,RouteType,,,,,
EFFECT_GRANT_SPY,Amount,,int,,1,
EFFECT_GRANT_STRENGTH_PER_ADJACENT_UNIT_TYPE,Amount,,,,,
EFFECT_GRANT_STRENGTH_PER_ADJACENT_UNIT_TYPE,UnitType,,,,,
EFFECT_GRANT_TOURISM_PER_EXCESS_LUXURIES,Amount,,,,,
EFFECT_GRANT_UNIT_BY_CLASS,UnitPromotionClassType,,,,,
EFFECT_GRANT_UNIT_BY_DOMAIN,UnitDomain,,,,,
EFFECT_GRANT_UNIT_IN_CITY,AllowUniqueOverride,,,,,
EFFECT_GRANT_UNIT_IN_CITY,Amount,,,,,
EFFECT_GRANT_UNIT_IN_CITY,UnitType,,,,,
EFFECT_GRANT_UNIT_IN_EACH_DISTRICT,IgnoreDefensible,,bool,True,0,
EFFECT_GRANT_UNIT_IN_EACH_DISTRICT,UniqueOverride,Whether or not to override with unique units,bool,False,0,
EFFECT_GRANT_UNIT_IN_EACH_DISTRICT,UnitType,,database,,1,KIND_UNIT
EFFECT_GRANT_UNIT_OF_CLASS_AND_APPLY_ABILITY,ModifierId,,,,,
EFFECT_GRANT_UNIT_OF_CLASS_AND_APPLY_ABILITY,UnitPromotionClassType,,,,,
EFFECT_GRANT_UNIT_TYPE_UNLIMITED_PROMOTION_CHOICES,UnitType,,database,,1,KIND_UNIT
EFFECT_GRANT_UNIT_WITH_EXPERIENCE,Experience,,int,,1,
EFFECT_GRANT_UNIT_WITH_EXPERIENCE,UniqueOverride,Whether or not to override with unique units,bool,False,0,
EFFECT_GRANT_UNIT_WITH_EXPERIENCE,UnitType,,database,,1,KIND_UNIT
EFFECT_GRANT_UNIT_YIELD_ADJACENT_FEATURES,Amount,,,,,
EFFECT_GRANT_UNIT_YIELD_ADJACENT_FEATURES,FeatureType,,,,,
EFFECT_GRANT_UNIT_YIELD_ADJACENT_FEATURES,YieldType,,,,,
EFFECT_GRANT_UNIT_YIELD_ADJACENT_NATURAL_WONDERS,Amount,,,,,
