ModifierType,CollectionType,EffectType
MODIFIER_ALLIANCE_COMBATS_UNIT_STRENGTHS,COLLECTION_ALLIANCE_COMBATS,EFFECT_ADJUST_ALLIANCE_PLAYER_STRENGTH_MODIFIER
MODIFIER_ALLIANCE_PLAYER_TRADE_ROUTE_CAPACITY,COLLECTION_ALLIANCE_PLAYERS,EFFECT_ADJUST_TRADE_ROUTE_CAPACITY
MODIFIER_ALLIANCE_TRADE_ROUTE_ADJUST_YIELD,COLLECTION_ALLIANCE_TRADEROUTES,EFFECT_ADJUST_TRADE_ROUTE_YIELD_CHANGE
MODIFIER_ALLIANCE_UNIT_MOVEMENT,COLLECTION_ALLIANCE_UNITS,EFFECT_ADJUST_UNIT_MOVEMENT
MODIFIER_PLAYER_ALLIANCES_ATTACH_MODIFIER,COLLECTION_PLAYER_ALLIANCES,EFFECT_ATTACH_MODIFIER
MODIFIER_PLAYER_ADJUST_ALLIANCE_POINTS,COLLECTION_OWNER,EFFECT_ADJUST_ALLIANCE_POINTS_FOR_MODIFIER
MODIFIER_PLAYER_ADJUST_ALLIANCE_POINTS_FOR_COMMON_FOE,COLLECTION_OWNER,EFFECT_ADJUST_ALLIANCE_POINTS_FOR_COMMON_ENEMY_MODIFIER
MODIFIER_PLAYER_ADJUST_ALLIANCE_POINTS_FOR_TRADE,COLLECTION_OWNER,EFFECT_ADJUST_ALLIANCE_POINTS_FOR_TRADE_MODIFIER
MODIFIER_ALL_PLAYERS_ADJUST_GREAT_PERSON_POINTS,COLLECTION_ALL_PLAYERS,EFFECT_ADJUST_GREAT_PERSON_POINTS
MODIFIER_GAME_ADJUST_PLOT_YIELD,COLLECTION_ALL_PLOT_YIELDS,EFFECT_ADJUST_PLOT_YIELD
MODIFIER_COMBAT_RESULTS_ATTACH_UNIT_MODIFIER,COLLECTION_COMBAT_RESULTS,EFFECT_ATTACH_UNIT_MODIFIER
MODIFIER_PLAYER_UNITS_ADJUST_FAITH_ON_DISTRICT_PILLAGE,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_FAITH_ON_DISTRICT_PLUNDER
MODIFIER_PLAYER_UNITS_ADJUST_FAITH_ON_IMPROVEMENT_PILLAGE,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_FAITH_ON_IMPROVEMENT_PLUNDER
MODIFIER_PLAYER_UNITS_ADJUST_SPY_ESTABLISH_TIME,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_SPY_ESTABLISH_TIME
MODIFIER_PLAYER_UNITS_ADJUST_SPY_OFFENSIVE_OPERATION_TIME,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_SPY_OFFENSIVE_OPERATION_TIME
MODIFIER_PLAYER_ADD_DIPLOMATIC_ACTION_OVERRIDE,COLLECTION_OWNER,EFFECT_ADD_DIPLOMATIC_ACTION_OVERRIDE
MODIFIER_PLAYER_ADD_DIPLOMATIC_COMBAT_MODIFIER,COLLECTION_OWNER,EFFECT_ADD_DIPLOMATIC_COMBAT_MODIFIER
MODIFIER_PLAYER_ADD_UPGRADE_MILITARY_FORMATION_ON_CITY_CONQUEST,COLLECTION_OWNER,EFFECT_ADD_PLAYER_UPGRADE_MILITARY_FORMATION_ON_CITY_CONQUEST
MODIFIER_PLAYER_ADJUST_ALLIANCES_SHARED_VIS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ALL_ALLIANCES_PROVIDE_SHARED_VIS
MODIFIER_PLAYER_ADJUST_DUPLICATE_INFLUENCE_TOKEN_WHEN_SAME_RELIGION,COLLECTION_OWNER,EFFECT_ADJUST_DUPLICATE_INFLUENCE_TOKEN_WHEN_SAME_RELIGION
MODIFIER_PLAYER_ADJUST_EXTRA_STARTING_POPULATION_OFF_HOME_CONTINENT,COLLECTION_OWNER,EFFECT_ADJUST_EXTRA_STARTING_POPULATION_OFF_HOME_CONTINENT
MODIFIER_PLAYER_ADJUST_PLAYER_ALWAYS_ALLOW_COMMEMORATION_QUEST_COUNT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ALWAYS_ALLOW_COMMEMORATION_QUEST_COUNT
MODIFIER_PLAYER_ADJUST_PLAYER_CULTURAL_IDENTITY_PRESSURE_RADIUS_FROM_CAPITAL,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_CULTURAL_IDENTITY_PRESSURE_RADIUS_FROM_CAPITAL
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_PRIDE_MOMENT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_PRIDE_MOMENT
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_CITY_RELIGION_CONVERSION,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CITY_RELIGION_CONVERSION
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_CIVIC_BOOST,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CIVIC_BOOST
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_CONTINENT_DISCOVERED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CONTINENT_DISCOVERED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_DISTRICT_CONSTRUCTED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_DISTRICT_CONSTRUCTED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_NATURAL_WONDER_DISCOVERED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_NATURAL_WONDER_DISCOVERED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_CORPS_KILLED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CORPS_KILLED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_ARMY_KILLED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_ARMY_KILLED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_TECH_BOOST,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_TECH_BOOST
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_TRADE_ROUTE_COMPLETED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_TRADE_ROUTE_COMPLETED
MODIFIER_PLAYER_ADJUST_PLAYER_IDENTITY_PER_TURN_FOR_DOMESTIC_TRADE_ROUTE_ORIGIN,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_IDENTITY_PER_TURN_FOR_DOMESTIC_TRADE_ROUTE_ORIGIN
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_NON_BARBARIAN_NAVAL_UNIT_KILLED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_NON_BARBARIAN_UNIT_SEA_KILLED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_SCIENCE_BUILDING_CONSTRUCTED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_SCIENCE_BUILDING_CONSTRUCTED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_CULTURE_BUILDING_CONSTRUCTED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CULTURE_BUILDING_CONSTRUCTED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_AERODROME_BUILDING_CONSTRUCTED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_AERODROME_BUILDING_CONSTRUCTED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_INDUSTRIAL_BUILDING_CONSTRUCTED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_INDUSTRIAL_BUILDING_CONSTRUCTED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_SPY_SUCCESSFUL_MISSION,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_SPY_SUCCESSFUL_MISSION
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_ARTIFACT_EXTRACTED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_ARTIFACT_EXTRACTED
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_GREAT_PERSON_EARNED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_GREAT_PERSON_EARNED
MODIFIER_PLAYER_ADJUST_GOVERNOR_POINTS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_GOVERNOR_POINTS
MODIFIER_ALL_PLAYERS_ADJUST_GOVERNOR_POINTS,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_GOVERNOR_POINTS
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET_CITY
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_INTERNATIONAL,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_INTERNATIONAL
MODIFIER_PLAYER_ADJUST_TOURISM_FROM_NATIONAL_PARKS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TOURISM_FROM_NATIONAL_PARKS
MODIFIER_PLAYER_ADJUST_IMMEDIATE_TRADING_POST,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_IMMEDIATE_TRADING_POST
MODIFIER_PLAYER_ADJUST_WMD_MAINTENANCE_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_WMD_MAINTENANCE_MODIFIER
MODIFIER_PLAYER_ADJUST_POST_COMBAT_LOYALTY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_POST_COMBAT_LOYALTY
MODIFIER_PLAYER_ADJUST_POST_PILLAGE_LOYALTY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_POST_PILLAGE_LOYALTY
MODIFIER_PLAYER_DISTRICTS_ADJUST_YIELD_BASED_ON_ADJACENCY_BONUS,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_YIELD_BASED_ON_ADJACENCY_BONUS
MODIFIER_PLAYER_UNITS_ADJUST_DIPLO_VISIBILITY_COMBAT_MODIFIER,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_DIPLO_VISIBILITY_COMBAT_MODIFIER
MODIFIER_ALL_UNITS_ADJUST_DIPLO_VISIBILITY_COMBAT_MODIFIER,COLLECTION_ALL_UNITS,EFFECT_ADJUST_UNIT_DIPLO_VISIBILITY_COMBAT_MODIFIER
MODIFIER_PLAYER_BUILT_CITIES_GRANT_FREE_UNIT,COLLECTION_PLAYER_BUILT_CITIES,EFFECT_GRANT_UNIT_IN_CITY
MODIFIER_PLAYER_CITIES_ADJUST_CITY_YIELD_PER_POPULATION,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_YIELD_PER_POPULATION
MODIFIER_PLAYER_CITIES_ADJUST_CITY_YIELD_MODIFIER_PER_GOVERNOR_TITLE,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_YIELD_MODIFIER_PER_GOVERNOR_TITLE
MODIFIER_PLAYER_CORPS_ARMY_MODIFIED_STRENGTH,COLLECTION_OWNER,EFFECT_ADJUST_CORPS_ARMY_MODIFIED_STRENGTH
MODIFIER_PLAYER_RELIGION_ENABLE_AWARDS_ENVOY_RELIGIOUS_PRESSURE,COLLECTION_OWNER,EFFECT_ENABLE_RELIGION_AWARDS_ENVOY_RELIGIOUS_PRESSURE
MODIFIER_PLAYER_TREAT_HOLY_SITES_AS_HOLY_CITIES,COLLECTION_OWNER,EFFECT_TREAT_HOLY_SITE_AS_HOLY_CITY
MODIFIER_SINGLE_CITY_ADJUST_BUILDING_PRODUCTION_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_ALL_BUILDING_PRODUCTION_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_IDENTITY_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_CITY_IDENTITY_PER_TURN
MODIFIER_SINGLE_CITY_ADJUST_IDENTITY_PRESSURE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_IDENTITY_PRESSURE
MODIFIER_SINGLE_CITY_ADJUST_IMPROVEMENT_AMENITY,COLLECTION_OWNER,EFFECT_ADJUST_IMPROVEMENT_AMENITY
MODIFIER_SINGLE_CITY_ADJUST_UNIT_PRODUCTION_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_ALL_UNIT_PRODUCTION_MODIFIER
MODIFIER_SINGLE_CITY_GRANT_LOYALTY,COLLECTION_OWNER,EFFECT_GRANT_CITY_LOYALTY
MODIFIER_PLAYER_CITIES_ADJUST_ALWAYS_LOYAL,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_ALWAYS_LOYAL
MODIFIER_PLAYER_CITIES_ADJUST_HAPPINESS_GREAT_PERSON,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_HAPPINESS_GREAT_PERSON
MODIFIER_PLAYER_CITIES_ADJUST_HAPPINESS_YIELD,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_HAPPINESS_YIELD
MODIFIER_PLAYER_LOYALTY_ADJUST_MARTIAL_LAW_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_LOYALTY_MARTIAL_LAW_MODIFIER
MODIFIER_PLAYER_CITIES_ADJUST_BUILDING_PRODUCTION_MODIFIER,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_ALL_BUILDING_PRODUCTION_MODIFIER
MODIFIER_PLAYER_CITIES_ADJUST_BUILDING_YIELD_MODIFIERS_FOR_DISTRICT,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_BUILDING_YIELD_MODIFIERS_FOR_DISTRICT
MODIFIER_PLAYER_CITIES_ADJUST_DISTRICT_PRODUCTION_MODIFIER,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_ALL_DISTRICT_PRODUCTION_MODIFIER
MODIFIER_PLAYER_CITIES_ADJUST_BUILDING_PRODUCTION_CHANGE,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_PRODUCTION_BUILDING
MODIFIER_PLAYER_CITIES_ADJUST_DISTRICT_PRODUCTION_CHANGE,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_PRODUCTION_DISTRICT
MODIFIER_PLAYER_CITIES_ADJUST_GREAT_PERSON_POINT,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_GREAT_PERSON_POINTS
MODIFIER_PLAYER_CITIES_ADJUST_IDENTITY_PER_CITIZEN,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_IDENTITY_PER_CITIZEN
MODIFIER_PLAYER_CITIES_ADJUST_IDENTITY_PRESSURE_FROM_EMERGENCIES,COLLECTION_EMERGENCY_CITIES,EFFECT_ADJUST_CITY_IDENTITY_PRESSURE
MODIFIER_PLAYER_CITIES_ADJUST_IMPROVEMENT_AMENITY,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_IMPROVEMENT_AMENITY
MODIFIER_PLAYER_CITIES_ADJUST_TRAIT_AMENITY,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_TRAIT_AMENITY
MODIFIER_PLAYER_CITIES_ADJUST_UNIT_PRODUCTION_MODIFIER,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_ALL_UNIT_PRODUCTION_MODIFIER
MODIFIER_PLAYER_CITIES_ADJUST_UNIT_PRODUCTION_CHANGE,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_PRODUCTION_UNIT
MODIFIER_PLAYER_CITIES_ADJUST_UNITS_PURCHASE_COST,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_ALL_UNITS_PURCHASE_COST
MODIFIER_PLAYER_CITIES_RIVER_ADJACENCY,COLLECTION_PLAYER_CITIES,EFFECT_RIVER_ADJACENCY
MODIFIER_PLAYER_CITYSTATEUNITS_ATTACH_MODIFIER,COLLECTION_PLAYER_CITY_STATE_UNITS,EFFECT_ATTACH_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_HORN_CHEST_LOINS,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_HORN_CHEST_LOINS
MODIFIER_PLAYER_DIPLOMACY_AGENDA_HORSE_LORD,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_HORSE_LORD
MODIFIER_PLAYER_DIPLOMACY_AGENDA_SPIRIT_OF_TUCAPEL,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_CULTURAL_ID
MODIFIER_PLAYER_TRADE_GAIN_TILES_EN_ROUTE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_GAIN_TILES_EN_ROUTE
MODIFIER_PLAYER_UNIT_ADJUST_PARADROP_ABILITY,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_PARADROP_ABILITY
MODIFIER_PLAYER_DISABLE_HEALING,COLLECTION_OWNER,EFFECT_ADJUST_DISABLE_HEALING
MODIFIER_PLAYER_DISABLE_INFLUENCE,COLLECTION_OWNER,EFFECT_ADJUST_DISABLE_INFLUENCE
MODIFIER_PLAYER_DISABLE_PATRONAGE,COLLECTION_OWNER,EFFECT_ADJUST_DISABLE_PATRONAGE
MODIFIER_PLAYER_DISABLE_SETTLING,COLLECTION_OWNER,EFFECT_ADJUST_DISABLE_SETTLING
MODIFIER_PLAYER_ADJUST_INQUISITION_START_CHARGES,COLLECTION_OWNER,EFFECT_ADJUST_INQUISITION_START_CHARGES
MODIFIER_PLAYER_UNIT_BUILD_DISABLED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_UNIT_BUILD_DISABLED
MODIFIER_UNIT_STRENGTH_FROM_CITY_CULTURAL_IDENTITY,COLLECTION_PLAYER_COMBAT,EFFECT_ADJUST_UNIT_STRENGTH_FROM_CITY_CULTURAL_IDENTITY
MODIFIER_UNIT_ADJUST_COMBAT_UNIT_CAPTURE,COLLECTION_UNIT_COMBAT,EFFECT_ADJUST_UNIT_COMBAT_UNIT_CAPTURE
MODIFIER_PLAYER_CITIES_ADJUST_IDENTITY_PER_TURN,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_IDENTITY_PER_TURN
MODIFIER_PLAYER_DIPLOMACY_BROKEN_PLEDGE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_BROKEN_PLEDGE
MODIFIER_PLAYER_DIPLOMACY_KEPT_PLEDGE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_KEPT_PLEDGE
MODIFIER_PLAYER_DIPLOMACY_NO_PLEDGE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_NO_PLEDGE
MODIFIER_PLAYER_GOVERNORS_ADJUST_IDENTITY_PER_TITLE,COLLECTION_PLAYER_GOVERNORS,EFFECT_GOVERNOR_ADJUST_IDENITITY_PER_TITLE
MODIFIER_PLAYER_GOVERNORS_ADJUST_GOVERNOR_IDENTITY_PRESSURE,COLLECTION_PLAYER_GOVERNORS,EFFECT_ADJUST_GOVERNOR_IDENTITY_PRESSURE
MODIFIER_PLAYER_GRANT_BOOST_WITH_GREAT_PERSON,COLLECTION_OWNER,EFFECT_GRANT_BOOST_WITH_GREAT_PERSON
MODIFIER_CITY_ADJUST_ATTACKS_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_CITY_ATTACKS_PER_TURN
MODIFIER_CITY_ADJUST_RESOURCE_HARVEST_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RESOURCE_HARVEST_BONUS
MODIFIER_CITY_ADJUST_SIEGE_PROTECTION,COLLECTION_OWNER,EFFECT_ADJUST_CITY_SIEGE_PROTECTION
MODIFIER_CITY_ADJUST_SPY_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_SPY_BONUS
MODIFIER_CITY_IGNORE_STRATEGIC_RESOURCE_REQUIREMENT,COLLECTION_OWNER,EFFECT_ADJUST_CITY_IGNORE_STRATEGIC_RESOURCE_REQUIREMENTS
MODIFIER_CITY_INCREASE_DISTRICT_PRODUCTION_RATE,COLLECTION_OWNER,EFFECT_ADJUST_ALL_DISTRICTS_PRODUCTION
MODIFIER_SINGLE_CITY_ADJUST_WONDER_PRODUCTION,COLLECTION_OWNER,EFFECT_ADJUST_WONDER_PRODUCTION
MODIFIER_SINGLE_CITY_ADJUST_PROJECT_PRODUCTION,COLLECTION_OWNER,EFFECT_ADJUST_PROJECT_PRODUCTION
MODIFIER_GOVERNOR_ADJUST_CITY_ENVOYS,COLLECTION_OWNER,EFFECT_GOVERNOR_ADJUST_CITY_TOKENS_GRANTED
MODIFIER_SINGLE_CITY_ADJUST_AMENITIES_FROM_GOVERNORS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_AMENITIES_FROM_GOVERNORS
MODIFIER_GOVERNOR_ADJUST_CITY_COPY_LUXURIES_FOR_IMPORT,COLLECTION_OWNER,EFFECT_GOVERNOR_ADJUST_CITY_COPY_LUXURIES_FOR_IMPORT
MODIFIER_GOVERNOR_ADJUST_CITY_ENVOYS_MODIFIER,COLLECTION_OWNER,EFFECT_GOVERNOR_ADJUST_CITY_TOKENS_GRANTED_MODIFIER
MODIFIER_GOVERNOR_ADJUST_GOVERNOR_IDENTITY_PRESSURE,COLLECTION_OWNER,EFFECT_ADJUST_GOVERNOR_IDENTITY_PRESSURE
MODIFIER_SINGLE_CITY_CULTURE_BORDER_EXPANSION,COLLECTION_OWNER,EFFECT_ADJUST_CITY_CULTURE_BORDER_EXPANSION
MODIFIER_CITY_ADJUST_CAN_PURCHASE_DISTRICTS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_CAN_PURCHASE_DISTRICTS
MODIFIER_CITY_ADJUST_CITY_YIELD_PER_DISTRICT,COLLECTION_OWNER,EFFECT_ADJUST_CITY_YIELD_PER_DISTRICT
MODIFIER_CITY_ADJUST_CITIZEN_GOLD_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_CITY_GOLD_FROM_CITIZENS
MODIFIER_CITY_ADJUST_ALLOWED_IMPROVEMENT,COLLECTION_OWNER,EFFECT_ADJUST_CITY_ALLOWED_IMPROVEMENT
MODIFIER_CITY_ADJUST_ALLOWED_INCOMING_REGIONAL_STACKING,COLLECTION_OWNER,EFFECT_ADJUST_CITY_ALLOWED_INCOMING_REGIONAL_STACKING
MODIFIER_CITY_ADJUST_AIR_DEFENSE_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_AIR_DEFENSE_BONUS
MODIFIER_SINGLE_CITY_RELIGION_PRESSURE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGION_PRESSURE
MODIFIER_SINGLE_CITY_RELIGIOUS_COMBAT_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGIOUS_COMBAT_BONUS
MODIFIER_SINGLE_CITY_RELIGIOUS_HEAL,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGIOUS_HEAL
MODIFIER_SINGLE_CITY_RELIGION_IGNORE_PRESSURE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGION_IGNORE_PRESSURE
MODIFIER_SINGLE_CITY_RELIGION_IGNORE_COMBAT,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGION_IGNORE_COMBAT
MODIFIER_SINGLE_CITY_RELIGION_EXTRA_PROMOTIONS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGION_EXTRA_PROMOTIONS
MODIFIER_CITY_ADJUST_SETTLER_CONSUME_POPULATION,COLLECTION_OWNER,EFFECT_ADJUST_CITY_SETTLER_CONSUME_POP
MODIFIER_CITY_DISTRICTS_ADJUST_YIELD_MODIFIER,COLLECTION_CITY_DISTRICTS,EFFECT_ADJUST_DISTRICT_YIELD_MODIFIER
MODIFIER_CITY_ADJUST_YIELD_FROM_FOREIGN_TRADE_ROUTES_PASSING_THROUGH,COLLECTION_OWNER,EFFECT_ADJUST_CITY_YIELD_FROM_FOREIGN_TRADE_ROUTES_PASSING_THROUGH
MODIFIER_CITY_ADJUST_CITY_COMBAT_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_COMBAT_BONUS
MODIFIER_CITY_INCREASE_GREAT_PERSON_POINT_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_GREAT_PERSON_POINTS_MODIFIER
MODIFIER_PLAYER_CITIES_ADJUST_GREAT_PERSON_POINT_BONUS,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_GREAT_PERSON_POINTS_MODIFIER
MODIFIER_PLAYER_CITIES_ADJUST_CITY_ALL_YIELDS_CHANGE,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_ALL_YIELDS_CHANGE
MODIFIER_PLAYER_CITIES_ADJUST_AMENITIES_FROM_GOVERNORS,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_AMENITIES_FROM_GOVERNORS
MODIFIER_PLAYER_ADJUST_UNIT_PROJECT_PERCENT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_UNIT_PROJECT_PERCENT
MODIFIER_PLAYER_CITIES_ADJUST_HOUSING_PER_DISTRICT,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_HOUSING_PER_DISTRICT
MODIFIER_ALL_PLAYERS_ADJUST_ERA_SCORE_PER_CURRENT_CIVIC,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CURRENT_CIVIC
MODIFIER_ALL_PLAYERS_ADJUST_ERA_SCORE_PER_CURRENT_TECH,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_CURRENT_TECH
MODIFIER_ALL_PLAYERS_ADJUST_ERA_SCORE_PER_UNIT_PROMOTION_EARNED,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_UNIT_PROMOTION_EARNED
MODIFIER_MAJOR_PLAYERS_ATTACH_MODIFIER,COLLECTION_MAJOR_PLAYERS,EFFECT_ATTACH_MODIFIER
MODIFIER_PLAYER_DIPLOMACY_THIRD_PARTY_WARMONGER,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_THIRD_PARTY_WARMONGER
MODIFIER_ALL_CITIES_ADJUST_DISTRICT_ADJACENT_NATURAL_WONDER_PRODUCTION,COLLECTION_ALL_CITIES,EFFECT_ADJUST_DISTRICT_ADJACENT_NATURAL_WONDER_PRODUCTION
MODIFIER_ALL_CITIES_ADJUST_NATURAL_WONDER_AMENITY,COLLECTION_ALL_CITIES,EFFECT_ADJUST_NATURAL_WONDER_AMENITY
MODIFIER_ALL_CITIES_ADJUST_WONDER_ADJACENT_NATURAL_WONDER_PRODUCTION,COLLECTION_ALL_CITIES,EFFECT_ADJUST_WONDER_ADJACENT_NATURAL_WONDER_PRODUCTION
