Type,CommonName,Description,Tags,GameCapabilities,ContextInterfaces,SubjectInterfaces,SupportsRemove
REQUIREMENT_PLOT_ADJACENT_UNIT_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_DISTRICT_IS_DEFENDED,,,,,,,
REQUIREMENT_PLOT_FEATURE_TAG_MATCHES,,,,,,,
REQUIREMENT_PLOT_FEATURE_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_HAS_ANY_IMPROVEMENT,,,,,,,
REQUIREMENT_PLOT_HAS_FALLOUT,,,,,,,
REQUIREMENT_PLOT_IMPROVEMENT_TAG_MATCHES,,,,,,,
REQUIREMENT_PLOT_IMPROVEMENT_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_IS_APPEAL_BETWEEN,,,,,,,
REQUIREMENT_PLOT_IS_COAST,,,,,,,
REQUIREMENT_PLOT_IS_COASTAL_LAND,,,,,,,
REQUIREMENT_PLOT_IS_FRESH_WATER,,,,,,,
REQUIREMENT_PLOT_IS_HILLS,,,,,,,
REQUIREMENT_PLOT_IS_LAKE,,,,,,,
REQUIREMENT_PLOT_IS_OWNER_CAPITAL_CONTINENT,,,,,,,
REQUIREMENT_PLOT_NEAR_CAPITAL,,Determine if distance between plot and capital is within a certain hex range.,,,,"{B653A88B-121D-43AF-8917-2EADA2D39F84},{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A}",
REQUIREMENT_PLOT_PROPERTY_MATCHES,,,,,,,
REQUIREMENT_PLOT_RESOURCE_CLASS_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_RESOURCE_TAG_MATCHES,,,,,,,
REQUIREMENT_PLOT_RESOURCE_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_RESOURCE_VISIBLE,,,,,,,
REQUIREMENT_PLOT_TERRAIN_CLASS_MATCHES,PlotTerrainClassMatches,Determine if the terrain type of the subject plot is a member of the specified terrain class.,,,,,
REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_UNIT_FLANKED,,,,,,,
REQUIREMENT_PLOT_UNIT_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_WONDER_IS_ERA,,,,,,,
REQUIREMENT_RANDOM_VALUE_LESS_THAN_OR_EQUAL_TO,,,,,,,
REQUIREMENT_REQUIREMENTSET_IS_MET,,,,,,,
REQUIREMENT_RESIDENT_EMBASSY,,,,,,,
REQUIREMENT_SPECIFIC_LEADER_ELIMINATED,,,,,,,
REQUIREMENT_TEAM_CONQUERED_X_CITY_STATES,,,,,,,
REQUIREMENT_TEAM_HAS_ANCIENT_RIVALS_VICTORY,,,,,,,
REQUIREMENT_TEAM_HAS_HIGHEST_SCORE,,,,,,,
REQUIREMENT_TEAM_HAS_MOST_PROMOTION_CLASS,,,,,,,
REQUIREMENT_TEAM_HAS_MOST_RELIGION_FOLLOWERS,,,,,,,
REQUIREMENT_TEAM_HAS_MOST_TERRITORY,,,,,,,
REQUIREMENT_TEAM_HAS_MOST_WMD_CITY_HITS,,,,,,,
REQUIREMENT_TOURISTS_EXCEED_STAYCATIONERS,,,,,,,
REQUIREMENT_UNIT_ADJACENT_TO_OWNER_TERRITORY,,,,,,,
REQUIREMENT_UNIT_DAMAGE_MINIMUM,,,,,,,
REQUIREMENT_UNITDEATH_KILLED_BY_SPECIFIC_UNIT_TYPE,,,,,,,
REQUIREMENT_UNITDEATH_KILLED_BY_UNIT,,,,,,,
REQUIREMENT_UNITDEATH_SPECIFIC_UNIT_TYPE,,,,,,,
REQUIREMENT_UNITDEATH_X_TURNS_AGO,,,,,,,
REQUIREMENT_UNIT_DOMAIN_MATCHES,,,,,,,
REQUIREMENT_UNIT_ERA_TYPE_MATCHES,,,,,,,
REQUIREMENT_UNIT_FORMATION_CLASS_MATCHES,,,,,,,
REQUIREMENT_UNIT_HAS_ABILITY,,,,,,,
REQUIREMENT_UNIT_HAS_PROMOTION,,,,,,,
REQUIREMENT_UNIT_IN_ENEMY_TERRITORY,,,,,,,
REQUIREMENT_UNIT_IN_FORMATION,,,,,,,
REQUIREMENT_UNIT_IN_OWNER_TERRITORY,,,,,,,
REQUIREMENT_UNIT_IS_BARBARIAN,,,,,,,
REQUIREMENT_UNIT_IS_COMBAT,,,,,,,
REQUIREMENT_NEAR_RELIGIOUS_CITY,,,,,,,
REQUIREMENT_UNIT_ON_COAST,,,,,,,
REQUIREMENT_UNIT_ON_HOME_CONTINENT,,,,,,,
REQUIREMENT_UNIT_PROMOTION_CLASS_MATCHES,,,,,,,
REQUIREMENT_UNIT_TAG_MATCHES,,,,,,,
REQUIREMENT_UNIT_TYPE_MATCHES,,,,,,,
REQUIREMENT_ALLIANCE_AT_WAR_WITH_COMBAT_TARGET,,,,,,,
REQUIREMENT_ALLIANCE_CITY_HAS_TRADE_ROUTE_WITH_ALLY,,,,,,,
REQUIREMENT_ALLIANCE_SHARES_SECRET_SOCIETY,,,,,,,
REQUIREMENT_CITY_CONVERTED,,,,,,,
REQUIREMENT_CITY_HAS_DISTRICT,,Test if a city contains at least 1 instance of the District.,,,,{DE7BB784-1E7F-4245-95D5-517202F0CB64},
REQUIREMENT_CITY_HAS_FULL_LOYALTY,,,,,,,
REQUIREMENT_CITY_HAS_GARRISON_UNIT,,,,,,,
REQUIREMENT_CITY_HAS_GOVERNOR,,,,,,,
REQUIREMENT_CITY_HAS_GOVERNOR_WITH_X_TITLES,,,,,,,
REQUIREMENT_CITY_HAS_HIGH_ADJACENCY_DISTRICT,,,,,,,
REQUIREMENT_CITY_HAS_SPECIFIC_GOVERNOR_PROMOTION_TYPE,,,,,,,
REQUIREMENT_CITY_HAS_X_FEATURE_TYPE,,,,,,,
REQUIREMENT_CITY_HAS_X_POPULATION,,,,,,,
REQUIREMENT_CITY_HAS_X_SPECIALTY_DISTRICTS,,Checks the number of functioning (not pillaged) specialty districts a city contains is greater than or equal the provided amount.,,,,,
REQUIREMENT_CITY_HAS_X_TERRAIN_TYPE,,,,,,,
REQUIREMENT_CITY_LIBERATED,,,,,,,
REQUIREMENT_CITY_OCCUPIED,,,,,,,
REQUIREMENT_CITY_OWNER_ALLY_AT_WAR,,,,,,,
REQUIREMENT_CITY_RAZED,,,,,,,
REQUIREMENT_COMBAT_ATTACKER_IS_EMERGENCY_MEMBER,,,,,,,
REQUIREMENT_COMBAT_ATTACKER_IS_PLAYER,,,,,,,
REQUIREMENT_COMBAT_DEFENDER_IS_EMERGENCY_MEMBER,,,,,,,
REQUIREMENT_COMBAT_DEFENDER_IS_PLAYER,,,,,,,
REQUIREMENT_COMBAT_ENEMY_NOT_ALLIANCE_RELIGION,,,,,,,
REQUIREMENT_COMBAT_RESULTS_UNIT_DIED,,,,,,,
REQUIREMENT_COMBAT_VERSUS_TYPE_MATCHES,,,,,,,
REQUIREMENT_GAME_ERA_ATLEAST_EXPANSION,,,,,,,
REQUIREMENT_GAME_ERA_ATMOST_EXPANSION,,,,,,,
REQUIREMENT_GAME_ERA_IS,,,,,,,
REQUIREMENT_GAME_HAS_CIVILIZATION_OR_LEADER_TRAIT,,,,,,,
REQUIREMENT_GREAT_PERSON_TYPE_MATCHES,,,,,,,
REQUIREMENT_NEAR_CULTURE_BORDER,,,,,,,
REQUIREMENT_OPPONENT_ERA_AGE_MATCHES,OpponentEraAgeMatches,Checks whether the opponent is in a Golden or Dark age (or neither),,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},"{270E5F73-E94B-4A0E-BA2E-9C9752368FB9},{8C5F89F4-5CF8-4DED-A5C4-DCBC1C2F514B}",
REQUIREMENT_OPPONENT_ERA_AT_LEAST,OpponentEraAtLeast,Checks whether the opponent unit is from this era or later,,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},"{270E5F73-E94B-4A0E-BA2E-9C9752368FB9},{8C5F89F4-5CF8-4DED-A5C4-DCBC1C2F514B}",
REQUIREMENT_OPPONENT_IS_BARBARIAN,,,,,,,
REQUIREMENT_OPPONENT_IS_FREE_CITY,,,,,,,
REQUIREMENT_OPPONENT_IS_MINOR_CIV,,,,,,,
REQUIREMENT_OPPONENT_WAS_KILLED,PlayerIsVictorious,Is the player in the context the victor in the provided combat results?,,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},{6258686F-6965-486D-8655-B29CB7906326},
REQUIREMENT_PLAYER_IS_AT_LEAST_ALLIANCE_LEVEL_WITH_EMERGENCY_PLAYER,,,,,,,
REQUIREMENT_PLAYER_ALWAYS_ALLOWED_COMMEMORATION_QUEST,,,,,,,
REQUIREMENT_PLAYER_AT_WAR_AND_HAS_MET,,,,,,,
REQUIREMENT_PLAYER_AT_WAR_WITH_EMERGENCY_MEMBER,,,,,,,
REQUIREMENT_PLAYER_AT_WAR_WITH_NEIGHBOR,,,,,,,
REQUIREMENT_PLAYER_ATTACKED_CONTINENT,,,,,,,
REQUIREMENT_PLAYER_CAN_EVER_EARN_GREAT_PERSON_CLASS,,,,,,,
REQUIREMENT_PLAYER_COASTAL_CITIES,,,,,,,
REQUIREMENT_PLAYER_COMPETING_MINORS,,,,,,,
REQUIREMENT_PLAYER_CONQUERING_ALLYING_MINORS,,,,,,,
REQUIREMENT_PLAYER_DECLARED_WAR,,,,,,,
REQUIREMENT_PLAYER_DISTRICT_THRESHOLD,,,,,,,
REQUIREMENT_PLAYER_DOMINATION_VICTORY,,,,,,,
REQUIREMENT_PLAYER_FOUNDED_NO_RELIGION,,,,,,,
REQUIREMENT_PLAYER_GOT_GREAT_PERSON,,,,,,,
REQUIREMENT_PLAYER_HAPPINESS_LEAD,,,,,,,
REQUIREMENT_PLAYER_HAS_ACTIVE_ALLIANCE_OF_AT_LEAST_LEVEL,,,,,,,
REQUIREMENT_PLAYER_HAS_AT_LEAST_NUMBER_CITIES,,,,,,,
REQUIREMENT_PLAYER_HAS_BUILDING,,,,,,,
REQUIREMENT_PLAYER_HAS_CITY_ON_EMERGENCY_PLOT_CONTINENT,,,,,,,
REQUIREMENT_PLAYER_HAS_DARK_AGE,,,,,,,
REQUIREMENT_PLAYER_HAS_DISTRICT,,,,,,,
REQUIREMENT_PLAYER_HAS_ENVOY_WITH_EMERGENCY_DATA_PLAYER,,,,,,,
REQUIREMENT_PLAYER_HAS_GIVEN_INFLUENCE_TOKENS,,,,,,,
REQUIREMENT_PLAYER_HAS_GOLDEN_AGE,,,,,,,
REQUIREMENT_PLAYER_HAS_GREAT_PERSON,,,,,,,
REQUIREMENT_PLAYER_IS_WINNING_ANY_VICTORY,,,,,,,
REQUIREMENT_PLAYER_HAS_MANY_ALLIANCES,,,,,,,
REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,,,,,,,
REQUIREMENT_PLAYER_IS_AT_PEACE,,,,,,,
REQUIREMENT_PLAYER_IS_AT_PEACE_WITH_ALL_MAJORS,,,,,,,
REQUIREMENT_PLAYER_IS_AT_WAR,,,,,,,
REQUIREMENT_PLAYER_IS_DIFFERENT_SECRET_SOCIETY,,,,,,,
REQUIREMENT_PLAYER_IS_EMERGENCY_TARGET,,,,,,,
REQUIREMENT_PLAYER_IS_SAME_RELIGION,,,,,,,
REQUIREMENT_PLAYER_IS_SAME_SECRET_SOCIETY,,,,,,,
REQUIREMENT_PLAYER_IS_SAME_SEX,,,,,,,
REQUIREMENT_PLAYER_IS_SHARING_INFO,,,,,,,
REQUIREMENT_PLAYER_IS_SUZERAIN,,,,,,,
REQUIREMENT_PLAYER_IS_SUZERAIN_X_TYPE,,,,,,,
REQUIREMENT_PLAYER_MOUNTAIN_CITIES,,,,,,,
REQUIREMENT_PLAYER_NOT_COMPETING_MINORS,,,,,,,
REQUIREMENT_PLAYER_NOT_INVOLVED_MINORS,,,,,,,
REQUIREMENT_PLAYER_ON_NON_HOME_CONTINENT,,,,,,,
REQUIREMENT_PLAYER_PEACEFUL_ON_CONTINENT,,,,,,,
REQUIREMENT_PLAYER_PILLAGE_LEAD,,,,,,,
REQUIREMENT_PLAYER_POPULATION_LEAD,,,,,,,
REQUIREMENT_PLAYER_SHARES_HOME_CONTINENT,,,,,,,
REQUIREMENT_PLAYER_TOURISM_LEAD,,,,,,,
REQUIREMENT_PLAYER_AVERAGE_WALL_LEVEL_THRESHOLD,,,,,,,
REQUIREMENT_PLOT_ADJACENT_DISTRICT_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_ADJACENT_FRIENDLY_TERRITORY,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TERRAIN_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_OWNER_AT_WAR,,,,,,,
REQUIREMENT_PLOT_ANY_ADJACENT_RESOURCE,,,,,,,
REQUIREMENT_PLOT_DISTRICT_IS_FUNCTIONING,,Test if a plot contains a functioning district.,,,,{B653A88B-121D-43AF-8917-2EADA2D39F84},
REQUIREMENT_PLOT_DISTRICT_TAG_MATCHES,,Test if a plot contains a District with the provided tag.,,,,{B653A88B-121D-43AF-8917-2EADA2D39F84},
REQUIREMENT_PLOT_DISTRICT_TYPE_MATCHES,,Test if a plot contains the specified District or a comparable match.,,,,{B653A88B-121D-43AF-8917-2EADA2D39F84},
REQUIREMENT_PLOT_HAS_ANY_DISTRICT,,Test if a plot has any active district.,,,,{B653A88B-121D-43AF-8917-2EADA2D39F84},
REQUIREMENT_PLOT_HAS_ANY_FEATURE,,,,,,,
REQUIREMENT_PLOT_HAS_ANY_RESOURCE,,,,,,,
REQUIREMENT_PLOT_IS_IMPASSABLE,,,,,,,
REQUIREMENT_PLOT_IS_MOUNTAIN,,,,,,,
REQUIREMENT_PLOT_NEARBY_UNIT_TAG_MATCHES,,,,,,,
REQUIREMENT_PLOT_UNIT_CITY_HAS_ANY_DISTRICT,,Test if a plot has any active district. NOTE: This requirement will eventually be removed as it is a duplicate of REQUIREMENT_PLOT_HAS_ANY_DISTRICT.,,,,{B653A88B-121D-43AF-8917-2EADA2D39F84},
REQUIREMENT_PLOT_UNIT_CITY_HAS_DISTRICT_SAME_OWNER,,Test a unit's current plot is owned by a city that contains the provided district (or suitable replacement) with the same owner as the unit.,,,,"{B653A88B-121D-43AF-8917-2EADA2D39F84},{B3DF7354-0054-4FA5-9423-324C7704DA9F}",
REQUIREMENT_PLOT_UNIT_EMBARKED,,,,,,,
REQUIREMENT_TEAM_DOMINATION_VICTORY,,,,,,,
REQUIREMENT_TRADE_ROUTE_BETWEEN_ALLIANCE_PARTNERS,,,,,,,
REQUIREMENT_TRADE_ROUTE_BETWEEN_EMERGENCY_MEMBER_AND_TARGET,,,,,,,
REQUIREMENT_TRADE_ROUTE_BETWEEN_EMERGENCY_MEMBERS,,,,,,,
REQUIREMENT_TRADE_ROUTE_DESTINATION_IS_CITY_STATE,,,,,,,
REQUIREMENT_UNIT_EMBARKED,,,,,,,
REQUIREMENT_UNIT_IN_EMERGENCY_TARGET_TERRITORY,,,,,,,
REQUIREMENT_CITY_HAS_GOVERNMENT_BUILDING_TIER,,,,,,,
REQUIREMENT_CITY_IS_POWERED,,,,,,,
REQUIREMENT_COMBAT_ATTACKER_IS_EMERGENCY_MEMBER_WITH_SCORE,,,,,,,
REQUIREMENT_COMBAT_DEFENDER_IS_EMERGENCY_MEMBER_WITH_SCORE,,,,,,,
REQUIREMENT_GAME_CLIMATE_CHANGE_LEVEL_AT_LEAST,,,,,,,
REQUIREMENT_PLAYER_DIPLO_VP_LEAD,,,,,,,
REQUIREMENT_PLAYER_FAVOR_LEAD,,,,,,,
REQUIREMENT_PLAYER_GOT_FIRST_PLACE_IN_EMERGENCY,,,,,,,
REQUIREMENT_PLAYER_GOT_HIGH_TIER_SCORE_IN_EMERGENCY,,,,,,,
REQUIREMENT_PLAYER_GOT_LOW_TIER_SCORE_IN_EMERGENCY,,,,,,,
REQUIREMENT_PLAYER_HAS_RESOURCE_IMPROVED,,,,,,,
REQUIREMENT_PLAYER_HAS_SCIENCE_VICTORY_POINTS,,,,,,,
REQUIREMENT_PLAYER_IN_JOINT_EMERGENCY,,,,,,,
REQUIREMENT_PLAYER_IS_EMERGENCY_MEMBER_WITH_SCORE,,,,,,,
REQUIREMENT_PLAYER_IS_SUZERAIN_BONUS_ENABLED,,,,,,,
REQUIREMENT_TEAM_DIPLOMATIC_VICTORY,TeamDiplomaticVictory,Diplomatic victory is determined if any player in the team has obtained 'DIPLOMATIC_VICTORY_POINTS_REQUIRED' points.,,,,{211EBD46-7DBA-4F44-83D8-2CE4C700D569},
REQUIREMENT_UNIT_IS_LEVIED,,,,,,,
REQUIREMENT_UNIT_PLOT_HAS_NATIONAL_PARK,,,,,,,
REQUIREMENTSET_TEST_ALL,Test All,This requirement set is met if *all* of the inner requirements are met.,,,,,
REQUIREMENTSET_TEST_ANY,Test Any,This requirement set is met if *any* of the inner requirements are met.,,,,,
