UnitType,Name,BaseSightRange,BaseMoves,Combat,RangedCombat,Range,Bombard,Domain,FormationClass,Cost,PopulationCost,FoundCity,FoundReligion,MakeTradeRoute,EvangelizeBelief,LaunchInquisition,RequiresInquisition,BuildCharges,ReligiousStrength,ReligionEvictPercent,SpreadCharges,ReligiousHealCharges,ExtractsArtifacts,Description,Flavor,CanCapture,CanRetreatWhenCaptured,TraitType,AllowBarbarians,CostProgressionModel,CostProgressionParam1,PromotionClass,InitialLevel,NumRandomChoices,PrereqTech,PrereqCivic,PrereqDistrict,PrereqPopulation,LeaderType,CanTrain,StrategicResource,PurchaseYield,MustPurchase,Maintenance,Stackable,AirSlots,CanTargetAir,PseudoYieldType,ZoneOfControl,AntiAirCombat,Spy,WMDCapable,ParkCharges,IgnoreMoves,TeamVisibility,ObsoleteTech,ObsoleteCivic,MandatoryObsoleteTech,MandatoryObsoleteCivic,AdvisorType,EnabledByReligion,TrackReligion,DisasterCharges,UseMaxMeleeTrainedStrength,ImmediatelyName,CanEarnExperience
UNIT_AMERICAN_ROUGH_RIDER,LOC_UNIT_AMERICAN_ROUGH_RIDER_NAME,2,5,67,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,385,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_AMERICAN_ROUGH_RIDER_EXPANSION2_DESCRIPTION,,1,0,TRAIT_LEADER_UNIT_AMERICAN_ROUGH_RIDER,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,TECH_BALLISTICS,,,,,1,,YIELD_GOLD,0,2,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMBUSTION,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MAYAN_HULCHE,LOC_UNIT_MAYAN_HULCHE_NAME,2,2,15,28,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,60,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MAYAN_HULCHE_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_HULCHE,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_ARCHERY,,,,,1,,YIELD_GOLD,0,1,0,0,0,,0,0,0,0,0,0,0,,,TECH_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_LAHORE_NIHANG,LOC_UNIT_LAHORE_NIHANG_NAME,2,2,25,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,100,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_LAHORE_NIHANG_DESCRIPTION,,1,0,MINOR_CIV_LAHORE_NIHANG_TRAIT,0,COST_PROGRESSION_GAME_PROGRESS,400,PROMOTION_CLASS_NIHANG,1,0,,,,,,1,,YIELD_FAITH,1,2,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_COMANDANTE_GENERAL,LOC_UNIT_COMANDANTE_GENERAL_NAME,2,4,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_CIVILIAN,1,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_COMANDANTE_GENERAL_DESCRIPTION,,0,1,TRAIT_CIVILIZATION_COMANDANTE_GENERAL,0,NO_COST_PROGRESSION,0,,1,0,,,,,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1
UNIT_COLOMBIAN_LLANERO,LOC_UNIT_COLOMBIAN_LLANERO_NAME,2,5,62,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,330,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_COLOMBIAN_LLANERO_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_LLANERO,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_MILITARY_SCIENCE,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,2,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_BYZANTINE_DROMON,LOC_UNIT_BYZANTINE_DROMON_NAME,2,3,20,25,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,120,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BYZANTINE_DROMON_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_BYZANTINE_DROMON,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RANGED,1,0,TECH_SHIPBUILDING,,,,,1,,YIELD_GOLD,0,2,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_STEEL,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_BYZANTINE_TAGMA,LOC_UNIT_BYZANTINE_TAGMA_NAME,2,4,50,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,220,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BYZANTINE_TAGMA_DESCRIPTION,,1,0,TRAIT_LEADER_UNIT_BYZANTINE_TAGMA,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,,CIVIC_DIVINE_RIGHT,,,,1,RESOURCE_IRON,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMPOSITES,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_GAUL_GAESATAE,LOC_UNIT_GAUL_GAESATAE_NAME,2,2,20,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,60,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_GAUL_GAESATAE_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_GAUL_GAESATAE,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_GOLD,0,0,0,0,0,,1,0,0,0,0,0,0,,,TECH_REPLACEABLE_PARTS,,,0,0,0,0,0,1
UNIT_VIETNAMESE_VOI_CHIEN,LOC_UNIT_VIETNAMESE_VOI_CHIEN_NAME,3,3,35,40,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_VIETNAMESE_VOI_CHIEN_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_VIETNAMESE_VOI_CHIEN,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_MACHINERY,,,,,1,,YIELD_GOLD,0,3,0,0,0,,0,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ETHIOPIAN_OROMO_CAVALRY,LOC_UNIT_ETHIOPIAN_OROMO_CAVALRY_NAME,3,5,48,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ETHIOPIAN_OROMO_CAVALRY_EXPANSION2_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_ETHIOPIAN_OROMO_CAVALRY,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_CASTLES,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,0,0,0,,,TECH_SYNTHETIC_MATERIALS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_VAMPIRE,LOC_UNIT_VAMPIRE_NAME,2,2,20,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,150,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_VAMPIRE_DESCRIPTION,,0,1,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_VAMPIRE,1,0,,,,,,0,,,0,0,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,1,1,0
UNIT_CULTIST,LOC_UNIT_CULTIST_NAME,2,2,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,100,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CULTIST_DESCRIPTION,,0,0,TRAIT_SECRET_SOCIETY_UNIT_CULTIST,0,COST_PROGRESSION_PREVIOUS_COPIES,10,,1,0,,,,,,0,,YIELD_FAITH,1,4,0,0,0,PSEUDOYIELD_UNIT_RELIGIOUS,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1
UNIT_BABYLONIAN_SABUM_KIBITTUM,LOC_UNIT_BABYLONIAN_SABUM_KIBITTUM_NAME,3,3,17,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,35,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_BABYLONIAN_SABUM_KIBITTUM_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_BABYLONIAN_SABUM_KIBITTUM,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_GOLD,0,0,0,0,0,,1,0,0,0,0,0,0,,,TECH_GUNPOWDER,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_HERO_ANANSI,LOC_UNIT_HERO_ANANSI_NAME,2,3,18,30,1,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_ANANSI_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_RANGED,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_ARTHUR,LOC_UNIT_HERO_ARTHUR_NAME,2,5,36,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_ARTHUR_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_BEOWULF,LOC_UNIT_HERO_BEOWULF_NAME,2,3,34,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_BEOWULF_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_HERCULES,LOC_UNIT_HERO_HERCULES_NAME,2,3,36,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_HERCULES_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_HIPPOLYTA,LOC_UNIT_HERO_HIPPOLYTA_NAME,2,3,32,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_HIPPOLYTA_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_ANTI_CAVALRY,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_HUNAHPU,LOC_UNIT_HERO_HUNAHPU_NAME,2,3,30,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_HUNAHPU_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_MAUI,LOC_UNIT_HERO_MAUI_NAME,2,3,30,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_MAUI_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_MULAN,LOC_UNIT_HERO_MULAN_NAME,3,5,16,28,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_MULAN_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_RANGED,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_OYA,LOC_UNIT_HERO_OYA_NAME,2,3,30,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_OYA_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_SINBAD,LOC_UNIT_HERO_SINBAD_NAME,3,7,30,0,0,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_SINBAD_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_NAVAL_MELEE,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_WUKONG,LOC_UNIT_HERO_WUKONG_NAME,2,6,32,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_WUKONG_DESCRIPTION,,1,0,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_HERO_HIMIKO,LOC_UNIT_HERO_HIMIKO_NAME,2,4,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_CIVILIAN,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HERO_HIMIKO_DESCRIPTION,,0,1,,0,COST_PROGRESSION_PREVIOUS_COPIES,300,,1,0,,,,,,1,,YIELD_FAITH,1,0,0,0,0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_QUESTING_KNIGHT,LOC_UNIT_QUESTING_KNIGHT_NAME,2,4,34,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,100,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_QUESTING_KNIGHT_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,,,,,,0,,,0,0,0,0,0,,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
UNIT_PORTUGUESE_NAU,LOC_UNIT_PORTUGUESE_NAU_NAME,3,4,55,0,0,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,240,,0,0,0,0,0,0,2,0,0,0,0,0,LOC_UNIT_PORTUGUESE_NAU_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_PORTUGUESE_NAU,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_MELEE,1,0,TECH_CARTOGRAPHY,,,,,1,,YIELD_GOLD,0,2,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_COMBINED_ARMS,,ADVISOR_CONQUEST,0,0,0,0,0,1
