ListType,Item,Favored,Value,StringVal,MinDifficulty,MaxDifficulty,TooltipString
NzingaWonders,CIVIC_GUILDS,1,0,,,,
NzingaTechs,TECH_IRON_WORKING,1,0,,,,
NzingaTechs,TECH_CURRENCY,1,0,,,,
SaladinAltWonders,BUILDING_HAGIA_SOPHIA,1,0,,,,
SaladinAltWonders,BUILDING_MAHABODHI_TEMPLE,1,0,,,,
SaladinAltWonders,BUILDING_MONT_ST_MICHEL,1,0,,,,
SaladinAltWonders,BUILDING_STONEHENGE,0,0,,,,
SaladinAltCivics,CIVIC_THEOLOGY,1,0,,,,
SaladinAltCivics,CIVIC_REFORMED_CHURCH,1,0,,,,
SaladinAltCivics,CIVIC_MILITARY_TRADITION,1,0,,,,
SaladinAltTechs,TECH_STIRRUPS,1,0,,,,
SultanResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
SultanResolutions,WC_RES_WORLD_RELIGION,0,0,,,,
SihaiLoverClearingBarbCampPreference,PSEUDOYIELD_CLEAR_BANDIT_CAMPS,1,-100,,,,
QinAltWonders,BUILDING_TERRACOTTA_ARMY,1,0,,,,
YongleWonders,BUILDING_GREAT_LIBRARY,1,0,,,,
WuZetianWonders,BUILDING_FORBIDDEN_CITY,1,0,,,,
YongleWonders,BUILDING_FORBIDDEN_CITY,1,0,,,,
YongleCivics,CIVIC_FEUDALISM,1,0,,,,
WuZetianCivics,CIVIC_DEFENSIVE_TACTICS,1,0,,,,
WuZetianCivics,CIVIC_DIPLOMATIC_SERVICE,1,0,,,,
WuZetianCivics,CIVIC_NATIONALISM,1,0,,,,
WuZetianCivics,CIVIC_IDEOLOGY,1,0,,,,
WuZetianPseudo,PSEUDOYIELD_UNIT_SPY,1,20,,,,
QinAltUnits,PROMOTION_CLASS_MELEE,1,1,,,,
YongleTechs,TECH_MASONRY,1,0,,,,
YongleTechs,TECH_CASTLES,1,0,,,,
YongleTechs,TECH_FLIGHT,1,0,,,,
WuZetianTechs,TECH_MASONRY,1,0,,,,
WuZetianTechs,TECH_CASTLES,1,0,,,,
WuZetianTechs,TECH_FLIGHT,1,0,,,,
QinAltTechs,TECH_MASONRY,1,0,,,,
QinAltTechs,TECH_CASTLES,1,0,,,,
QinAltTechs,TECH_FLIGHT,1,0,,,,
CourtResolutions,WC_RES_MERCENARY_COMPANIES,1,0,,,,
CourtResolutions,WC_RES_BORDER_CONTROL,1,0,,,,
CourtDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
MaatLoverExploitationPreference,PSEUDOYIELD_IMPROVEMENT,1,5,,,,
FoodLoverFoodPreference,YIELD_FOOD,1,20,,,,
CleopatraAltWonders,BUILDING_PYRAMIDS,1,0,,,,
CleopatraAltWonders,BUILDING_GREAT_LIBRARY,1,0,,,,
CleopatraAltWonders,BUILDING_HANGING_GARDENS,1,0,,,,
CleopatraAltWonders,BUILDING_STONEHENGE,1,0,,,,
CleopatraAltWonders,BUILDING_PETRA,1,0,,,,
CleopatraAltWonders,BUILDING_MONT_ST_MICHEL,1,0,,,,
CleopatraAltWonders,BUILDING_BIG_BEN,1,0,,,,
CleopatraAltWonders,BUILDING_HERMITAGE,1,0,,,,
CleopatraAltWonders,BUILDING_RUHR_VALLEY,1,0,,,,
RamsesWonders,BUILDING_PYRAMIDS,1,0,,,,
RamsesWonders,BUILDING_GREAT_LIBRARY,1,0,,,,
RamsesWonders,BUILDING_HANGING_GARDENS,1,0,,,,
RamsesWonders,BUILDING_STONEHENGE,1,0,,,,
RamsesWonders,BUILDING_PETRA,1,0,,,,
RamsesWonders,BUILDING_MONT_ST_MICHEL,1,0,,,,
RamsesWonders,BUILDING_BIG_BEN,1,0,,,,
RamsesWonders,BUILDING_HERMITAGE,1,0,,,,
RamsesWonders,BUILDING_RUHR_VALLEY,1,0,,,,
CleopatraAltCivics,CIVIC_CRAFTSMANSHIP,1,0,,,,
CleopatraAltCivics,CIVIC_FOREIGN_TRADE,1,0,,,,
CleopatraAltCivics,CIVIC_STATE_WORKFORCE,1,0,,,,
CleopatraAltCivics,CIVIC_NATURAL_HISTORY,1,0,,,,
RamsesCivics,CIVIC_CRAFTSMANSHIP,1,0,,,,
RamsesCivics,CIVIC_FOREIGN_TRADE,1,0,,,,
RamsesCivics,CIVIC_STATE_WORKFORCE,1,0,,,,
RamsesCivics,CIVIC_NATURAL_HISTORY,1,0,,,,
CleopatraAltTechs,TECH_ANIMAL_HUSBANDRY,1,0,,,,
CleopatraAltTechs,TECH_FLIGHT,1,0,,,,
RamsesTechs,TECH_ANIMAL_HUSBANDRY,1,0,,,,
RamsesTechs,TECH_FLIGHT,1,0,,,,
MaatResolutions,WC_RES_DEFORESTATION_TREATY,0,0,,,,
MaatDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,0,0,,,,
LionOfMaliResolutions,WC_RES_HERITAGE_ORG,1,0,,,,
LionOfMaliResolutions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
LionOfMaliDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
LionOfMaliPseudoYields,PSEUDOYIELD_TOURISM,1,20,,,,
KeitaGreatWorks,PSEUDOYIELD_GREATWORK_WRITING,1,50,,,,
KeitaCivics,CIVIC_GUILDS,1,0,,,,
KeitaCivics,CIVIC_DRAMA_AND_POETRY,1,0,,,,
KeitaTechs,TECH_CURRENCY,1,0,,,,
KeitaTechs,TECH_STIRRUPS,1,0,,,,
KeitaWonders,BUILDING_UNIVERSITY_SANKORE,1,0,,,,
KeitaWonders,BUILDING_PETRA,1,0,,,,
KeitaWonders,BUILDING_BIG_BEN,1,0,,,,
MayanEmpire,Fresh Water,0,-20,,,,LOC_SETTLEMENT_RECOMMENDATION_FRESH_WATER
MayanEmpire,Resource Class,0,3,RESOURCECLASS_LUXURY,,,LOC_SETTLEMENT_RECOMMENDATION_LUXURY_RESOURCES
MayanObservatory,YIELD_SCIENCE,0,25,,,,
CompactEmpire,Nearest Friendly City,0,-5,,,,
CaesarWonders,BUILDING_COLOSSEUM,1,0,,,,
CaesarWonders,BUILDING_COLOSSUS,1,0,,,,
CaesarWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
CaesarWonders,BUILDING_ESTADIO_DO_MARACANA,1,0,,,,
CaesarCivics,CIVIC_CRAFTSMANSHIP,1,0,,,,
CaesarCivics,CIVIC_EARLY_EMPIRE,1,0,,,,
CaesarCivics,CIVIC_SCORCHED_EARTH,1,0,,,,
CaesarTechs,TECH_ANIMAL_HUSBANDRY,1,0,,,,
CaesarTechs,TECH_ENGINEERING,1,0,,,,
CaesarTechs,TECH_IRON_WORKING,1,0,,,,
CaesarTechs,TECH_MILITARY_ENGINEERING,1,0,,,,
CaesarTechs,TECH_INDUSTRIALIZATION,1,0,,,,
CaesarTechs,TECH_COMBUSTION,1,0,,,,
CaesarTechs,TECH_STEEL,1,0,,,,
GallicWarsClearingBarbCampPreference,PSEUDOYIELD_CLEAR_BANDIT_CAMPS,1,5,,,,
BasilFavoredBuildings,BUILDING_WALLS,1,0,,,,
BasilFavoredBuildings,BUILDING_CASTLE,1,0,,,,
BasilFavoredBuildings,BUILDING_STAR_FORT,1,0,,,,
GaulFavoredTechs,TECH_APPRENTICESHIP,0,0,,,,
BasilFavoredResolutions,WC_RES_WORLD_RELIGION,1,0,,,,
BasilFavoredYields,YIELD_FAITH,1,33,,,,
MinorCivDistricts,DISTRICT_PRESERVE,0,0,,,,
KublaiKhanPseudoYieldPreferences,PSEUDOYIELD_UNIT_TRADE,1,50,,,,
KublaiKhanYieldPreferences,YIELD_GOLD,1,20,,,,
VietnamSettlePreferences,Specific Feature,0,2,FEATURE_FOREST,,,LOC_SETTLEMENT_RECOMMENDATION_FEATURES
VietnamSettlePreferences,Specific Feature,0,2,FEATURE_JUNGLE,,,LOC_SETTLEMENT_RECOMMENDATION_FEATURES
VietnamSettlePreferences,Specific Feature,0,2,FEATURE_MARSH,,,LOC_SETTLEMENT_RECOMMENDATION_FEATURES
CatherineAltLuxuries,PSEUDOYIELD_RESOURCE_LUXURY,1,100,,,,
TokugawaWonders,BUILDING_COLOSSUS,1,0,,,,
TokugawaWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
TokugawaCivics,CIVIC_FOREIGN_TRADE,1,0,,,,
TokugawaCivics,CIVIC_CLASS_STRUGLE,1,0,,,,
TokugawaCivics,CIVIC_HUMANISM,1,0,,,,
TokugawaTechs,TECH_BRONZE_WORKING,1,0,,,,
TokugawaTechs,TECH_MILITARY_TACTICS,1,0,,,,
TokugawaTechs,TECH_FLIGHT,1,0,,,,
LandPowerLoverLandUnitsPreference,PSEUDOYIELD_UNIT_COMBAT,1,50,,,,
NaderCivics,CIVIC_DIPLOMATIC_SERVICE,1,0,,,,
NaderCivics,CIVIC_POLITICAL_PHILOSOPHY,1,0,,,,
NaderTechs,TECH_FLIGHT,1,0,,,,
NaderTechs,TECH_CURRENCY,1,0,,,,
NaderTechs,TECH_IRON_WORKING,1,0,,,,
NaderWonders,BUILDING_COLOSSUS,1,0,,,,
NaderWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
SuliemanAltCivics,CIVIC_MEDIEVAL_FAIRES,1,0,,,,
SuliemanAltCivics,CIVIC_GAMES_RECREATION,1,0,,,,
SuliemanAltTechs,TECH_BANKING,1,0,,,,
SuliemanAltTechs,TECH_GUNPOWER,1,0,,,,
SuliemanAltWonders,BUILDING_TAJ_MAHAL,1,0,,,,
SuliemanAltUnits,PROMOTION_CLASS_SIEGE,1,1,,,,
SakokuResolutions,WC_RES_MERCENARY_COMPANIES,1,0,,,,
SakokuResolutions,WC_RES_ARMS_CONTROL,0,0,,,,
SakokuResolutions,WC_RES_PATRONAGE,0,0,,,,
SakokuDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
SakokuDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
LandPowerResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
EthiopiaYields,YIELD_FAITH,1,20,,,,
PreferHills,Inner Ring Yield,0,1,YIELD_PRODUCTION,,,LOC_SETTLEMENT_RECOMMENDATION_INNER_YIELD
MinorCivDistricts,DISTRICT_DIPLOMATIC_QUARTER,0,0,,,,
HammurabiFavoredDistricts,PSEUDOYIELD_DISTRICT,1,50,,,,
LudwigWonders,BUILDING_RUHR_VALLEY,1,0,,,,
LudwigCivics,CIVIC_STATE_WORKFORCE,1,0,,,,
LudwigCivics,CIVIC_DIVINE_RIGHT,1,0,,,,
LudwigCivics,CIVIC_CIVIL_ENGINEERING,1,0,,,,
LudwigCivics,CIVIC_DRAMA_POETRY,1,0,,,,
LudwigTechs,TECH_APPRENTICESHIP,1,0,,,,
LudwigTechs,TECH_ELECTRICITY,1,0,,,,
LudwigTechs,TECH_CASTLES,1,0,,,,
NewRomeCulturePreference,YIELD_CULTURE,1,20,,,,
TheodoraWonders,BUILDING_STONEHENGE,0,0,,,,
TheodoraWonders,BUILDING_HAGIA_SOPHIA,1,0,,,,
TheodoraCivics,CIVIC_GAMES_RECREATION,1,0,,,,
TheodoraCivics,CIVIC_FEUDALISM,1,0,,,,
TheodoraTechs,TECH_ASTROLOGY,1,0,,,,
TheodoraTechs,TECH_SHIPBUILDING,1,0,,,,
SejongResolutions,WC_RES_TRADE_TREATY,0,0,,,,
SejongCivics,CIVIC_FEUDALISM,1,0,,,,
SejongTechs,TECH_WRITING,1,0,,,,
SejongTechs,TECH_EDUCATION,1,0,,,,
SejongTechs,TECH_MINING,1,0,,,,
SejongTechs,TECH_GUNPOWDER,1,0,,,,
SejongTechs,TECH_APPRENTICESHIP,1,0,,,,
SejongTechs,TECH_INDUSTRIALIZATION,1,0,,,,
SejongTechs,TECH_REPLACEABLE_PARTS,1,0,,,,
SejongWonders,BUILDING_GREAT_LIBRARY,1,0,,,,
SejongWonders,BUILDING_OXFORD_UNIVERSITY,1,0,,,,
SejongWonders,BUILDING_CASA_DE_CONTRATACION,1,0,,,,
JoaoCivicPreference,CIVIC_FOREIGN_TRADE,1,0,,,,
JoaoCoastalSettlements,Coastal,0,35,,,,
JoaoExplorationObsessed,PSEUDOYIELD_UNIT_EXPLORER,1,50,,,,
